0x0463	sub_401000(0000, 0000, 0467)	[00000000 : 00000000 : 66040000]	Reg: 
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000D
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF3
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000D
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(000d, 0000, 0000)	[74000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000074
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000074
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000E
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF2
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000E
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(000e, 0000, 0000)	[6f000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006F
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF91
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006F
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000F
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF1
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000000F
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(000f, 0000, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000010
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFF0
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000010
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0010, 0000, 0000)	[74000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000074
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF8C
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000074
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000011
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFEF
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000011
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0011, 0000, 0000)	[68000000 : 00000000 : 00000000]	Reg: FFFFFF98
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000068
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF98
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF98
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000068
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000012
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFEE
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000012
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0012, 0000, 0000)	[65000000 : 00000000 : 00000000]	Reg: FFFFFF9B
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000065
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9B
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9B
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000065
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000013
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFED
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000013
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0013, 0000, 0000)	[20000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFE0
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000020
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000014
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFEC
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000014
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0014, 0000, 0000)	[6d000000 : 00000000 : 00000000]	Reg: FFFFFF93
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006D
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF93
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF93
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 0000006D
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000015
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFEB
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000015
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0015, 0000, 0000)	[61000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000061
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F1C	sub_401000(0000, 0efa, 0f22)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F1F	sub_401000(0000, 0000, 0f25)	[00000000 : 00000000 : 02000000]	Reg: 
0x0F25	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F28	sub_401000(0efa, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF9F
0x0F2B	sub_401000(0000, 0002, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000061
0x0F2E	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F31	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F34	sub_401000(0f40, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F37	sub_401000(0000, 0004, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000001
PRINTF
0x0F3A	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F3D	sub_401000(0000, 0000, 0f41)	[00000000 : 00000000 : 00000000]	Reg: 
0x0F41	sub_401000(0000, 0000, 0f45)	[00000000 : 00000000 : 440f0000]	Reg: 
0x0F45	sub_401000(0f44, 0000, 0000)	[01000000 : 00000000 : 00000000]	Reg: FFFFFFFF
0x0F48	sub_401000(0000, 0ec1, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000016
0x0F4B	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F4E	sub_401000(0000, 0000, 0efb)	[00000000 : 00000000 : 0a0f0000]	Reg: 
0x0EFB	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0EFE	sub_401000(0ec1, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: FFFFFFEA
0x0F01	sub_401000(0000, 0f0a, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000016
0x0F04	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F07	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F0A	sub_401000(0016, 0000, 0000)	[67000000 : 00000000 : 00000000]	Reg: FFFFFF99
0x0F0D	sub_401000(0000, 0efa, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000067
0x0F10	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
0x0F13	sub_401000(0efa, 0000, 0f19)	[00000000 : 00000000 : 00000000]	Reg: FFFFFF99
0x0F19	sub_401000(0000, 0000, 0000)	[00000000 : 00000000 : 00000000]	Reg: 00000000
